Survived,PassengerId,AgeBand,IsChild,FamilySize,FareCabinInteraction,GenderEncoded,Pclass,FareSurplus,FareSurplusRatio,Embarked
1,748,3,0,1,0.0,1,2,0.0,0.0,0
0,749,3,0,2,3.9908341858524357,0,1,17.85,0.5063829787234043,0
0,750,3,0,1,0.0,0,3,-0.10419999999999963,-0.013266787196659066,2
1,751,0,1,3,0.0,1,2,10.0,0.7692307692307693,0
1,752,1,1,2,1.9792758428991135,0,3,-1.6166999999999998,-0.20583891421150466,0
0,753,3,0,1,0.0,0,3,1.6458000000000004,0.20954393827506307,0
0,754,3,0,1,0.0,0,3,0.04160000000000075,0.005296529245499319,0
1,755,4,0,4,0.0,1,2,19.5,1.5,0
1,756,0,1,3,0.0,0,2,-5.75,-0.4423076923076923,0
0,757,3,0,1,0.0,0,3,-0.058399999999999785,-0.007435512210027729,0
0,758,2,0,1,0.0,0,2,-1.5,-0.11538461538461539,0
0,759,3,0,1,0.0,0,3,0.19580000000000108,0.024929337169921965,0
1,760,3,0,1,3.3956263366127,1,1,-6.416666666666668,-0.182033096926714,0
0,761,3,0,1,0.0,0,3,-0.6041999999999996,-0.07692699447429396,0
0,762,4,0,1,0.0,0,3,-0.7291999999999996,-0.09284204629370268,0
1,763,3,0,1,0.0,0,3,-0.625,-0.07957525909704362,1
1,764,4,0,4,3.4339872044851463,1,1,-5.25,-0.14893617021276595,0
0,765,2,0,1,0.0,0,3,-0.07919999999999927,-0.010083776832777275,0
1,766,4,0,2,3.2953219186268687,1,1,-9.263900000000003,-0.2628056737588653,0
0,767,4,0,1,0.0,0,1,4.350000000000001,0.12340425531914898,1
0,768,3,0,1,0.0,1,3,-0.10419999999999963,-0.013266787196659066,2
0,769,3,0,2,0.0,0,3,0.1957999999999993,0.02492933716992174,2
0,770,3,0,1,0.0,0,3,0.5083000000000011,0.06471696671844378,0
0,771,3,0,1,0.0,0,3,1.6458000000000004,0.20954393827506307,0
0,772,4,0,1,0.0,0,3,0.0,0.0,0
0,773,5,0,1,1.8325814637483102,1,2,-7.75,-0.5961538461538461,0
0,774,3,0,1,0.0,0,3,-0.6292,-0.08011000483817575,1
1,775,4,0,5,0.0,1,2,10.0,0.7692307692307693,0
0,776,2,0,1,0.0,0,3,-0.10419999999999963,-0.013266787196659066,0
0,777,3,0,1,2.169053700369523,0,3,-0.10419999999999963,-0.013266787196659066,2
1,778,0,1,1,0.0,1,3,-1.6166999999999998,-0.20583891421150466,0
0,779,3,0,1,0.0,0,3,-0.1166999999999998,-0.01485829237859996,2
1,780,4,0,2,4.2689395868368605,1,1,35.19583333333334,0.9984633569739955,0
1,781,2,0,1,0.0,1,3,-0.625,-0.07957525909704362,1
1,782,2,0,2,3.3843902633457743,1,1,-6.75,-0.19148936170212766,0
0,783,3,0,1,3.4339872044851463,0,1,-5.25,-0.14893617021276595,0
0,784,3,0,4,0.0,0,3,3.8708,0.49283186066053836,0
0,785,3,0,1,0.0,0,3,-0.8041999999999998,-0.10239107738534795,0
0,786,3,0,1,0.0,0,3,-0.6041999999999996,-0.07692699447429396,0
1,787,2,0,1,0.0,1,3,-0.3583999999999996,-0.045631636576608646,0
0,788,1,1,6,0.0,0,3,-2.0291999999999994,-0.2583585852155534,2
1,789,0,1,4,0.0,0,3,2.4333,0.309808764737338,0
0,790,4,0,1,3.703768066607687,0,1,4.350000000000001,0.12340425531914898,1
0,791,3,0,1,0.0,0,3,-0.10419999999999963,-0.013266787196659066,2
0,792,2,0,1,0.0,0,2,0.0,0.0,0
0,793,3,0,11,0.0,1,3,2.0815142857142854,0.2650192617598591,0
0,794,3,0,1,0.0,0,1,-4.554200000000002,-0.12919716312056742,1
0,795,3,0,1,0.0,0,3,0.04160000000000075,0.005296529245499319,0
0,796,4,0,1,0.0,0,2,0.0,0.0,0
1,797,4,0,1,3.2932111997353943,1,1,-9.320799999999998,-0.2644198581560283,0
1,798,3,0,1,0.0,1,3,0.8290999999999995,0.10556135570777413,0
0,799,3,0,1,0.0,0,3,-0.625,-0.07957525909704362,1
0,800,3,0,3,0.0,1,3,0.1957999999999993,0.02492933716992174,0
0,801,3,0,1,0.0,0,2,-6.5,-0.5,0
1,802,3,0,3,0.0,1,2,-4.25,-0.3269230769230769,0
1,803,1,1,4,3.4339872044851463,0,1,-5.25,-0.14893617021276595,0
1,804,0,1,2,0.0,0,3,0.6625000000000005,0.0843497746428663,1
1,805,3,0,1,0.0,0,3,-0.8792,-0.1119401084769932,0
0,806,3,0,1,0.0,0,3,-0.07919999999999927,-0.010083776832777275,0
0,807,4,0,1,0.0,0,1,-35.25,-1.0,0
0,808,2,0,1,0.0,1,3,-0.07919999999999927,-0.010083776832777275,0
0,809,4,0,1,0.0,0,2,0.0,0.0,0
1,810,3,0,2,3.3160025355989236,1,1,-8.7,-0.24680851063829784,0
0,811,3,0,1,0.0,0,3,0.03330000000000055,0.004239769804690555,0
0,812,4,0,1,0.0,0,3,4.2208,0.5373940057548827,0
0,813,3,0,1,0.0,0,2,-2.5,-0.19230769230769232,0
0,814,1,1,7,0.0,1,3,-3.386342857142857,-0.4311505763977053,0
0,815,3,0,1,0.0,0,3,0.19580000000000108,0.024929337169921965,0
0,816,3,0,1,0.0,0,1,-35.25,-1.0,0
0,817,3,0,1,0.0,1,3,0.0708000000000002,0.009014285350513126,0
0,818,3,0,3,0.0,0,2,5.502099999999999,0.42323846153846145,1
0,819,4,0,1,0.0,0,3,-1.4041999999999994,-0.17878332611850978,0
0,820,1,1,6,0.0,0,3,-3.2042,-0.4079600723179955,0
1,821,4,0,3,3.865979066926739,1,1,11.5,0.3262411347517731,0
1,822,3,0,1,0.0,0,3,0.8083,0.10291309108502458,0
0,823,4,0,1,0.0,0,1,-35.25,-1.0,0
1,824,3,0,2,1.9792758428991135,1,3,-1.6166999999999998,-0.20583891421150466,0
0,825,0,1,6,0.0,0,3,-1.2396166666666666,-0.1578285078896217,0
0,826,3,0,1,0.0,0,3,-0.9041999999999994,-0.11512311884087488,2
0,827,3,0,1,0.0,0,3,0.21662857142857295,0.027581239518801783,0
1,828,0,1,3,0.0,0,2,5.502099999999999,0.42323846153846145,1
1,829,3,0,1,0.0,0,3,-0.10419999999999963,-0.013266787196659066,2
1,830,5,0,1,3.713572066704308,1,1,4.75,0.1347517730496454,0
1,831,2,0,2,0.0,1,3,-0.6270999999999995,-0.07984263196760963,1
1,832,0,1,3,0.0,0,2,-6.75,-0.5192307692307693,0
0,833,3,0,1,0.0,0,3,-0.625,-0.07957525909704362,1
0,834,3,0,1,0.0,0,3,0.0,0.0,0
0,835,2,0,1,0.0,0,3,0.4458000000000011,0.05675944080873942,0
1,836,4,0,3,4.432699549165613,1,1,47.9083,1.3591007092198581,1
0,837,3,0,1,0.0,0,3,0.8083,0.10291309108502458,0
0,838,3,0,1,0.0,0,3,0.19580000000000108,0.024929337169921965,0
1,839,3,0,1,0.0,0,3,0.21662857142857295,0.027581239518801783,0
1,840,3,0,1,3.4242626545931514,0,1,-5.550000000000001,-0.15744680851063833,1
0,841,3,0,1,0.0,0,3,0.0708000000000002,0.009014285350513126,0
0,842,2,0,1,0.0,0,2,-7.75,-0.5961538461538461,0
1,843,3,0,1,0.0,1,1,-19.75,-0.5602836879432624,1
0,844,3,0,1,0.0,0,3,-1.4166999999999996,-0.18037483130045068,1
0,845,2,0,1,0.0,0,3,0.8083,0.10291309108502458,0
0,846,4,0,1,0.0,0,3,-0.3041999999999998,-0.03873087010771305,0
0,847,3,0,11,0.0,0,3,2.0815142857142854,0.2650192617598591,0
0,848,3,0,1,0.0,0,3,0.04160000000000075,0.005296529245499319,1
0,849,3,0,2,0.0,0,2,-2.0,-0.15384615384615385,0
1,850,3,0,2,3.8188567258265635,1,1,9.302100000000003,0.26388936170212773,1
0,851,0,1,7,0.0,0,3,-3.386342857142857,-0.4311505763977053,0
0,852,5,0,1,0.0,0,3,-0.07919999999999927,-0.010083776832777275,0
0,853,1,1,3,0.0,1,3,-0.23130000000000006,-0.02944921188663391,1
1,854,2,0,2,3.6988297849671046,1,1,4.149999999999999,0.11773049645390067,0
0,855,4,0,2,0.0,1,2,0.0,0.0,0
1,856,2,0,2,0.0,1,3,1.4958,0.19044587609177258,0
1,857,4,0,3,0.0,1,1,47.183350000000004,1.3385347517730497,0
1,858,4,0,1,3.3160025355989236,0,1,-8.7,-0.24680851063829784,0
1,859,3,0,4,0.0,1,3,-3.039625,-0.38700631509256195,1
0,860,3,0,1,0.0,0,3,-0.625,-0.07957525909704362,1
0,861,4,0,3,0.0,0,3,6.2541,0.7962746046701129,0
0,862,3,0,2,0.0,0,2,-1.5,-0.11538461538461539,0
1,863,4,0,1,3.2932111997353943,1,1,-9.320799999999998,-0.2644198581560283,0
0,864,3,0,11,0.0,1,3,2.0815142857142854,0.2650192617598591,0
0,865,3,0,1,0.0,0,2,0.0,0.0,0
1,866,4,0,1,0.0,1,2,0.0,0.0,0
1,867,3,0,2,0.0,1,2,0.8582999999999998,0.0660230769230769,1
0,868,3,0,1,3.941500250945973,0,1,15.245800000000003,0.43250496453900716,0
0,869,3,0,1,0.0,0,3,1.6458000000000004,0.20954393827506307,0
1,870,0,1,3,0.0,0,3,-4.1431,-0.5275012095439382,0
0,871,3,0,1,0.0,0,3,0.04160000000000075,0.005296529245499319,0
1,872,4,0,3,3.306047522339149,1,1,-8.9729,-0.25455035460992903,0
0,873,3,0,1,1.791759469228055,0,1,-30.25,-0.8581560283687943,0
0,874,4,0,1,0.0,0,3,1.1458000000000004,0.14588373099742818,0
1,875,3,0,2,0.0,1,2,-1.0,-0.07692307692307693,1
1,876,2,0,1,0.0,1,3,-0.6292,-0.08011000483817575,1
0,877,3,0,1,0.0,0,3,-2.9312999999999994,-0.3732143311858623,0
0,878,3,0,1,0.0,0,3,0.04160000000000075,0.005296529245499319,0
0,879,3,0,1,0.0,0,3,0.04160000000000075,0.005296529245499319,0
1,880,5,0,2,3.7513646968424084,1,1,6.3291499999999985,0.17955035460992905,1
1,881,3,0,2,0.0,1,2,0.0,0.0,0
0,882,3,0,1,0.0,0,3,0.04160000000000075,0.005296529245499319,0
0,883,3,0,1,0.0,1,3,2.6625000000000005,0.3389906037534059,0
0,884,3,0,1,0.0,0,2,-2.5,-0.19230769230769232,0
0,885,3,0,1,0.0,0,3,-0.8041999999999998,-0.10239107738534795,0
0,886,4,0,6,0.0,1,3,-2.0291999999999994,-0.2583585852155534,2
0,887,3,0,1,0.0,0,2,0.0,0.0,0
1,888,3,0,1,3.4339872044851463,1,1,-5.25,-0.14893617021276595,0
0,889,3,0,4,0.0,1,3,3.8708,0.49283186066053836,0
1,890,3,0,1,3.4339872044851463,0,1,-5.25,-0.14893617021276595,1
0,891,3,0,1,0.0,0,3,-0.10419999999999963,-0.013266787196659066,2
