PassengerId,Survived,Pclass,Sex,Fare,TicketGroupSize,FarePerPerson,FarePerPerson_log,FareClassBand,FareMedianByClass,FareSurplus,CabinExists,FareCabinInteraction
573,1,1,male,26.3875,1,26.3875,3.3100867049215847,0,35.25,-8.8625,1,3.3100867049215847
574,1,3,female,7.75,1,7.75,2.169053700369523,1,7.8542,-0.10419999999999963,0,0.0
575,0,3,male,8.05,1,8.05,2.2027647577118348,2,7.8542,0.19580000000000108,0,0.0
576,0,3,male,14.5,2,7.25,2.1102132003465894,0,7.8542,-0.6041999999999996,0,0.0
577,1,2,female,13.0,1,13.0,2.6390573296152584,1,13.0,0.0,0,0.0
578,1,1,female,55.9,2,27.95,3.3655702040190043,1,35.25,-7.300000000000001,1,3.3655702040190043
579,0,3,female,14.4583,1,14.4583,2.738146075922933,3,7.8542,6.6041,0,0.0
580,1,3,male,7.925,1,7.925,2.188856327665703,2,7.8542,0.0708000000000002,0,0.0
581,1,2,female,30.0,1,30.0,3.4339872044851463,3,13.0,17.0,0,0.0
582,1,1,female,110.8833,4,27.720825,3.3576224693941916,1,35.25,-7.529174999999999,1,3.3576224693941916
583,0,2,male,26.0,2,13.0,2.6390573296152584,1,13.0,0.0,0,0.0
584,0,1,male,40.125,1,40.125,3.716616209085536,2,35.25,4.875,1,3.716616209085536
585,0,3,male,8.7125,1,8.7125,2.2734137156937657,3,7.8542,0.8583000000000007,0,0.0
586,1,1,female,79.65,3,26.55,3.3160025355989236,0,35.25,-8.7,1,3.3160025355989236
587,0,2,male,15.0,1,15.0,2.772588722239781,3,13.0,2.0,0,0.0
588,1,1,male,79.2,1,79.2,4.384523514872469,3,35.25,43.95,1,4.384523514872469
589,0,3,male,8.05,1,8.05,2.2027647577118348,2,7.8542,0.19580000000000108,0,0.0
590,0,3,male,8.05,1,8.05,2.2027647577118348,2,7.8542,0.19580000000000108,0,0.0
591,0,3,male,7.125,1,7.125,2.094945728215801,0,7.8542,-0.7291999999999996,0,0.0
592,1,1,female,78.2667,2,39.13335,3.6922076594889166,2,35.25,3.88335,1,3.6922076594889166
593,0,3,male,7.25,1,7.25,2.1102132003465894,0,7.8542,-0.6041999999999996,0,0.0
594,0,3,female,7.75,1,7.75,2.169053700369523,1,7.8542,-0.10419999999999963,0,0.0
595,0,2,male,26.0,1,26.0,3.295836866004329,3,13.0,13.0,0,0.0
596,0,3,male,24.15,3,8.049999999999999,2.2027647577118348,2,7.8542,0.1957999999999993,0,0.0
597,1,2,female,33.0,3,11.0,2.4849066497880004,1,13.0,-2.0,0,0.0
598,0,3,male,0.0,4,0.0,0.0,0,7.8542,-7.8542,0,0.0
599,0,3,male,7.225,1,7.225,2.1071782966514356,0,7.8542,-0.6292,0,0.0
600,1,1,male,56.9292,2,28.4646,3.383189542769255,1,35.25,-6.785399999999999,1,3.383189542769255
601,1,2,female,27.0,2,13.5,2.6741486494265287,2,13.0,0.5,0,0.0
602,0,3,male,7.8958,1,7.8958,2.1855792552411137,2,7.8542,0.04160000000000075,0,0.0
603,0,1,male,42.4,1,42.4,3.770459441106359,2,35.25,7.149999999999999,0,0.0
604,0,3,male,8.05,1,8.05,2.2027647577118348,2,7.8542,0.19580000000000108,0,0.0
605,1,1,male,26.55,1,26.55,3.3160025355989236,0,35.25,-8.7,0,0.0
606,0,3,male,15.55,1,15.55,2.806386101823072,3,7.8542,7.695800000000001,0,0.0
607,0,3,male,7.8958,1,7.8958,2.1855792552411137,2,7.8542,0.04160000000000075,0,0.0
608,1,1,male,30.5,1,30.5,3.449987545831587,1,35.25,-4.75,0,0.0
609,1,2,female,41.5792,3,13.859733333333333,2.698655093861659,3,13.0,0.8597333333333328,0,0.0
610,1,1,female,153.4625,3,51.15416666666667,3.9542040759860324,3,35.25,15.904166666666669,1,3.9542040759860324
611,0,3,female,31.275,7,4.4678571428571425,1.698886792488434,0,7.8542,-3.386342857142857,0,0.0
612,0,3,male,7.05,1,7.05,2.0856720914304723,0,7.8542,-0.8041999999999998,0,0.0
613,1,3,female,15.5,2,7.75,2.169053700369523,1,7.8542,-0.10419999999999963,0,0.0
614,0,3,male,7.75,1,7.75,2.169053700369523,1,7.8542,-0.10419999999999963,0,0.0
615,0,3,male,8.05,1,8.05,2.2027647577118348,2,7.8542,0.19580000000000108,0,0.0
616,1,2,female,65.0,2,32.5,3.5115454388310208,3,13.0,19.5,0,0.0
617,0,3,male,14.4,2,7.2,2.1041341542702074,0,7.8542,-0.6541999999999994,0,0.0
618,0,3,female,16.1,2,8.05,2.2027647577118348,2,7.8542,0.19580000000000108,0,0.0
619,1,2,female,39.0,2,19.5,3.0204248861443626,3,13.0,6.5,1,3.0204248861443626
620,0,2,male,10.5,1,10.5,2.4423470353692043,0,13.0,-2.5,0,0.0
621,0,3,male,14.4542,2,7.2271,2.107433583211985,0,7.8542,-0.6270999999999995,0,0.0
622,1,1,male,52.5542,1,52.5542,3.9806942251907276,3,35.25,17.3042,1,3.9806942251907276
623,1,3,male,15.7417,2,7.87085,2.182770620366069,2,7.8542,0.016650000000000276,0,0.0
624,0,3,male,7.8542,1,7.8542,2.180891922715322,1,7.8542,0.0,0,0.0
625,0,3,male,16.1,2,8.05,2.2027647577118348,2,7.8542,0.19580000000000108,0,0.0
626,0,1,male,32.3208,1,32.3208,3.5061818266142577,1,35.25,-2.9292000000000016,1,3.5061818266142577
627,0,2,male,12.35,1,12.35,2.5915163848462583,1,13.0,-0.6500000000000004,0,0.0
628,1,1,female,77.9583,3,25.986099999999997,3.2953219186268687,0,35.25,-9.263900000000003,1,3.2953219186268687
629,0,3,male,7.8958,1,7.8958,2.1855792552411137,2,7.8542,0.04160000000000075,0,0.0
630,0,3,male,7.7333,1,7.7333,2.167143305297764,1,7.8542,-0.12089999999999979,0,0.0
631,1,1,male,30.0,1,30.0,3.4339872044851463,1,35.25,-5.25,1,3.4339872044851463
632,0,3,male,7.0542,1,7.0542,2.086193694502369,0,7.8542,-0.7999999999999998,0,0.0
633,1,1,male,30.5,1,30.5,3.449987545831587,1,35.25,-4.75,1,3.449987545831587
634,0,1,male,0.0,1,0.0,0.0,0,35.25,-35.25,0,0.0
635,0,3,female,27.9,6,4.6499999999999995,1.7316555451583495,0,7.8542,-3.2042,0,0.0
636,1,2,female,13.0,1,13.0,2.6390573296152584,1,13.0,0.0,0,0.0
637,0,3,male,7.925,1,7.925,2.188856327665703,2,7.8542,0.0708000000000002,0,0.0
638,0,2,male,26.25,3,8.75,2.277267285009756,0,13.0,-4.25,0,0.0
639,0,3,female,39.6875,6,6.614583333333333,2.0300652682819424,0,7.8542,-1.2396166666666666,0,0.0
640,0,3,male,16.1,2,8.05,2.2027647577118348,2,7.8542,0.19580000000000108,0,0.0
641,0,3,male,7.8542,1,7.8542,2.180891922715322,1,7.8542,0.0,0,0.0
642,1,1,female,69.3,2,34.65,3.573749146860305,1,35.25,-0.6000000000000014,1,3.573749146860305
643,0,3,female,27.9,6,4.6499999999999995,1.7316555451583495,0,7.8542,-3.2042,0,0.0
644,1,3,male,56.4958,7,8.070828571428573,2.2050636129235883,3,7.8542,0.21662857142857295,0,0.0
645,1,3,female,19.2583,4,4.814575,1.7603676964552861,0,7.8542,-3.039625,0,0.0
646,1,1,male,76.7292,3,25.576400000000003,3.280023603931663,0,35.25,-9.673599999999997,1,3.280023603931663
647,0,3,male,7.8958,1,7.8958,2.1855792552411137,2,7.8542,0.04160000000000075,0,0.0
648,1,1,male,35.5,1,35.5,3.597312260588446,2,35.25,0.25,1,3.597312260588446
649,0,3,male,7.55,1,7.55,2.145931282948669,1,7.8542,-0.3041999999999998,0,0.0
650,1,3,female,7.55,1,7.55,2.145931282948669,1,7.8542,-0.3041999999999998,0,0.0
651,0,3,male,7.8958,1,7.8958,2.1855792552411137,2,7.8542,0.04160000000000075,0,0.0
652,1,2,female,23.0,2,11.5,2.5257286443082556,1,13.0,-1.5,0,0.0
653,0,3,male,8.4333,1,8.4333,2.2442459824059346,3,7.8542,0.5790999999999995,0,0.0
654,1,3,female,7.8292,1,7.8292,2.17806441028492,1,7.8542,-0.024999999999999467,0,0.0
655,0,3,female,6.75,1,6.75,2.0476928433652555,0,7.8542,-1.1041999999999996,0,0.0
656,0,2,male,73.5,5,14.7,2.7536607123542622,3,13.0,1.6999999999999993,0,0.0
657,0,3,male,7.8958,1,7.8958,2.1855792552411137,2,7.8542,0.04160000000000075,0,0.0
658,0,3,female,15.5,2,7.75,2.169053700369523,1,7.8542,-0.10419999999999963,0,0.0
659,0,2,male,13.0,1,13.0,2.6390573296152584,1,13.0,0.0,0,0.0
660,0,1,male,113.275,3,37.75833333333333,3.657345786442051,2,35.25,2.508333333333333,1,3.657345786442051
661,1,1,male,133.65,2,66.825,4.216930858544996,3,35.25,31.575000000000003,0,0.0
662,0,3,male,7.225,1,7.225,2.1071782966514356,0,7.8542,-0.6292,0,0.0
663,0,1,male,25.5875,1,25.5875,3.2804411805263554,0,35.25,-9.662500000000001,1,3.2804411805263554
664,0,3,male,7.4958,1,7.4958,2.139571923732859,1,7.8542,-0.3583999999999996,0,0.0
665,1,3,male,7.925,1,7.925,2.188856327665703,2,7.8542,0.0708000000000002,0,0.0
666,0,2,male,73.5,5,14.7,2.7536607123542622,3,13.0,1.6999999999999993,0,0.0
667,0,2,male,13.0,1,13.0,2.6390573296152584,1,13.0,0.0,0,0.0
668,0,3,male,7.775,1,7.775,2.1719067693519296,1,7.8542,-0.07919999999999927,0,0.0
669,0,3,male,8.05,1,8.05,2.2027647577118348,2,7.8542,0.19580000000000108,0,0.0
670,1,1,female,52.0,2,26.0,3.295836866004329,0,35.25,-9.25,1,3.295836866004329
671,1,2,female,39.0,2,19.5,3.0204248861443626,3,13.0,6.5,0,0.0
672,0,1,male,52.0,1,52.0,3.970291913552122,3,35.25,16.75,1,3.970291913552122
673,0,2,male,10.5,1,10.5,2.4423470353692043,0,13.0,-2.5,0,0.0
674,1,2,male,13.0,1,13.0,2.6390573296152584,1,13.0,0.0,0,0.0
675,0,2,male,0.0,1,0.0,0.0,0,13.0,-13.0,0,0.0
676,0,3,male,7.775,1,7.775,2.1719067693519296,1,7.8542,-0.07919999999999927,0,0.0
677,0,3,male,8.05,1,8.05,2.2027647577118348,2,7.8542,0.19580000000000108,0,0.0
678,1,3,female,9.8417,1,9.8417,2.3833998102837652,3,7.8542,1.9874999999999998,0,0.0
679,0,3,female,46.9,6,7.816666666666666,2.1766438696361985,1,7.8542,-0.037533333333333196,0,0.0
680,1,1,male,512.3292,3,170.7764,5.146193631080405,3,35.25,135.5264,1,5.146193631080405
681,0,3,female,8.1375,1,8.1375,2.212386825075897,3,7.8542,0.28329999999999966,0,0.0
682,1,1,male,76.7292,3,25.576400000000003,3.280023603931663,0,35.25,-9.673599999999997,1,3.280023603931663
683,0,3,male,9.225,1,9.225,2.3248357019288655,3,7.8542,1.3708,0,0.0
684,0,3,male,46.9,6,7.816666666666666,2.1766438696361985,1,7.8542,-0.037533333333333196,0,0.0
685,0,2,male,39.0,2,19.5,3.0204248861443626,3,13.0,6.5,0,0.0
686,0,2,male,41.5792,3,13.859733333333333,2.698655093861659,3,13.0,0.8597333333333328,0,0.0
687,0,3,male,39.6875,6,6.614583333333333,2.0300652682819424,0,7.8542,-1.2396166666666666,0,0.0
688,0,3,male,10.1708,1,10.1708,2.4133032309283076,3,7.8542,2.3166,0,0.0
689,0,3,male,7.7958,1,7.7958,2.174274334826008,1,7.8542,-0.058399999999999785,0,0.0
690,1,1,female,211.3375,3,70.44583333333334,4.2689395868368605,3,35.25,35.19583333333334,1,4.2689395868368605
691,1,1,male,57.0,2,28.5,3.3843902633457743,1,35.25,-6.75,1,3.3843902633457743
692,1,3,female,13.4167,1,13.4167,2.668387256845834,3,7.8542,5.562500000000001,0,0.0
693,1,3,male,56.4958,7,8.070828571428573,2.2050636129235883,3,7.8542,0.21662857142857295,0,0.0
694,0,3,male,7.225,1,7.225,2.1071782966514356,0,7.8542,-0.6292,0,0.0
695,0,1,male,26.55,1,26.55,3.3160025355989236,0,35.25,-8.7,0,0.0
696,0,2,male,13.5,1,13.5,2.6741486494265287,2,13.0,0.5,0,0.0
697,0,3,male,8.05,1,8.05,2.2027647577118348,2,7.8542,0.19580000000000108,0,0.0
698,1,3,female,7.7333,1,7.7333,2.167143305297764,1,7.8542,-0.12089999999999979,0,0.0
699,0,1,male,110.8833,4,27.720825,3.3576224693941916,1,35.25,-7.529174999999999,1,3.3576224693941916
700,0,3,male,7.65,1,7.65,2.157559320943788,1,7.8542,-0.20419999999999927,1,2.157559320943788
701,1,1,female,227.525,4,56.88125,4.058393497936442,3,35.25,21.63125,1,4.058393497936442
702,1,1,male,26.2875,1,26.2875,3.3064287218760624,0,35.25,-8.962499999999999,1,3.3064287218760624
703,0,3,female,14.4542,2,7.2271,2.107433583211985,0,7.8542,-0.6270999999999995,0,0.0
704,0,3,male,7.7417,1,7.7417,2.1681046787623672,1,7.8542,-0.11249999999999982,0,0.0
705,0,3,male,7.8542,1,7.8542,2.180891922715322,1,7.8542,0.0,0,0.0
706,0,2,male,26.0,2,13.0,2.6390573296152584,1,13.0,0.0,0,0.0
707,1,2,female,13.5,1,13.5,2.6741486494265287,2,13.0,0.5,0,0.0
708,1,1,male,26.2875,1,26.2875,3.3064287218760624,0,35.25,-8.962499999999999,1,3.3064287218760624
709,1,1,female,151.55,4,37.8875,3.6606728622237554,2,35.25,2.637500000000003,0,0.0
710,1,3,male,15.2458,2,7.6229,2.15442145501091,1,7.8542,-0.23130000000000006,0,0.0
711,1,1,female,49.5042,1,49.5042,3.922056501139853,2,35.25,14.254199999999997,1,3.922056501139853
712,0,1,male,26.55,1,26.55,3.3160025355989236,0,35.25,-8.7,1,3.3160025355989236
713,1,1,male,52.0,2,26.0,3.295836866004329,0,35.25,-9.25,1,3.295836866004329
714,0,3,male,9.4833,1,9.4833,2.3497835148230464,3,7.8542,1.6291000000000002,0,0.0
715,0,2,male,13.0,2,6.5,2.0149030205422647,0,13.0,-6.5,0,0.0
716,0,3,male,7.65,1,7.65,2.157559320943788,1,7.8542,-0.20419999999999927,1,2.157559320943788
717,1,1,female,227.525,4,56.88125,4.058393497936442,3,35.25,21.63125,1,4.058393497936442
718,1,2,female,10.5,1,10.5,2.4423470353692043,0,13.0,-2.5,1,2.4423470353692043
719,0,3,male,15.5,1,15.5,2.803360380906535,3,7.8542,7.6458,0,0.0
720,0,3,male,7.775,1,7.775,2.1719067693519296,1,7.8542,-0.07919999999999927,0,0.0
721,1,2,female,33.0,3,11.0,2.4849066497880004,1,13.0,-2.0,0,0.0
722,0,3,male,7.0542,1,7.0542,2.086193694502369,0,7.8542,-0.7999999999999998,0,0.0
723,0,2,male,13.0,1,13.0,2.6390573296152584,1,13.0,0.0,0,0.0
724,0,2,male,13.0,1,13.0,2.6390573296152584,1,13.0,0.0,0,0.0
725,1,1,male,53.1,2,26.55,3.3160025355989236,0,35.25,-8.7,1,3.3160025355989236
726,0,3,male,8.6625,1,8.6625,2.2682524139135403,3,7.8542,0.8083,0,0.0
727,1,2,female,21.0,2,10.5,2.4423470353692043,0,13.0,-2.5,0,0.0
728,1,3,female,7.7375,1,7.7375,2.1676241075599285,1,7.8542,-0.1166999999999998,0,0.0
729,0,2,male,26.0,1,26.0,3.295836866004329,3,13.0,13.0,0,0.0
730,0,3,female,7.925,1,7.925,2.188856327665703,2,7.8542,0.0708000000000002,0,0.0
731,1,1,female,211.3375,3,70.44583333333334,4.2689395868368605,3,35.25,35.19583333333334,1,4.2689395868368605
732,0,3,male,18.7875,2,9.39375,2.341204663959101,3,7.8542,1.539550000000001,0,0.0
733,0,2,male,0.0,1,0.0,0.0,0,13.0,-13.0,0,0.0
734,0,2,male,13.0,1,13.0,2.6390573296152584,1,13.0,0.0,0,0.0
735,0,2,male,13.0,1,13.0,2.6390573296152584,1,13.0,0.0,0,0.0
736,0,3,male,16.1,2,8.05,2.2027647577118348,2,7.8542,0.19580000000000108,0,0.0
737,0,3,female,34.375,4,8.59375,2.2611118447874707,3,7.8542,0.7395500000000004,0,0.0
738,1,1,male,512.3292,3,170.7764,5.146193631080405,3,35.25,135.5264,1,5.146193631080405
739,0,3,male,7.8958,1,7.8958,2.1855792552411137,2,7.8542,0.04160000000000075,0,0.0
740,0,3,male,7.8958,1,7.8958,2.1855792552411137,2,7.8542,0.04160000000000075,0,0.0
741,1,1,male,30.0,1,30.0,3.4339872044851463,1,35.25,-5.25,1,3.4339872044851463
742,0,1,male,78.85,2,39.425,3.6994484054631704,2,35.25,4.174999999999997,1,3.6994484054631704
743,1,1,female,262.375,2,131.1875,4.884221369240597,3,35.25,95.9375,1,4.884221369240597
744,0,3,male,16.1,1,16.1,2.8390784635086144,3,7.8542,8.245800000000003,0,0.0
745,1,3,male,7.925,1,7.925,2.188856327665703,2,7.8542,0.0708000000000002,0,0.0
746,0,1,male,71.0,2,35.5,3.597312260588446,2,35.25,0.25,1,3.597312260588446
747,0,3,male,20.25,2,10.125,2.409194828052304,3,7.8542,2.2708000000000004,0,0.0
748,1,2,female,13.0,1,13.0,2.6390573296152584,1,13.0,0.0,0,0.0
749,0,1,male,53.1,1,53.1,3.9908341858524357,3,35.25,17.85,1,3.9908341858524357
750,0,3,male,7.75,1,7.75,2.169053700369523,1,7.8542,-0.10419999999999963,0,0.0
751,1,2,female,23.0,1,23.0,3.1780538303479458,3,13.0,10.0,0,0.0
752,1,3,male,12.475,2,6.2375,1.9792758428991135,0,7.8542,-1.6166999999999998,1,1.9792758428991135
753,0,3,male,9.5,1,9.5,2.3513752571634776,3,7.8542,1.6458000000000004,0,0.0
754,0,3,male,7.8958,1,7.8958,2.1855792552411137,2,7.8542,0.04160000000000075,0,0.0
755,1,2,female,65.0,2,32.5,3.5115454388310208,3,13.0,19.5,0,0.0
756,1,2,male,14.5,2,7.25,2.1102132003465894,0,13.0,-5.75,0,0.0
757,0,3,male,7.7958,1,7.7958,2.174274334826008,1,7.8542,-0.058399999999999785,0,0.0
758,0,2,male,11.5,1,11.5,2.5257286443082556,1,13.0,-1.5,0,0.0
759,0,3,male,8.05,1,8.05,2.2027647577118348,2,7.8542,0.19580000000000108,0,0.0
760,1,1,female,86.5,3,28.833333333333332,3.3956263366127,1,35.25,-6.416666666666668,1,3.3956263366127
761,0,3,male,14.5,2,7.25,2.1102132003465894,0,7.8542,-0.6041999999999996,0,0.0
762,0,3,male,7.125,1,7.125,2.094945728215801,0,7.8542,-0.7291999999999996,0,0.0
763,1,3,male,7.2292,1,7.2292,2.1076888046179385,0,7.8542,-0.625,0,0.0
764,1,1,female,120.0,4,30.0,3.4339872044851463,1,35.25,-5.25,1,3.4339872044851463
765,0,3,male,7.775,1,7.775,2.1719067693519296,1,7.8542,-0.07919999999999927,0,0.0
766,1,1,female,77.9583,3,25.986099999999997,3.2953219186268687,0,35.25,-9.263900000000003,1,3.2953219186268687
767,0,1,male,39.6,1,39.6,3.703768066607687,2,35.25,4.350000000000001,0,0.0
768,0,3,female,7.75,1,7.75,2.169053700369523,1,7.8542,-0.10419999999999963,0,0.0
769,0,3,male,24.15,3,8.049999999999999,2.2027647577118348,2,7.8542,0.1957999999999993,0,0.0
770,0,3,male,8.3625,1,8.3625,2.236712348843338,3,7.8542,0.5083000000000011,0,0.0
771,0,3,male,9.5,1,9.5,2.3513752571634776,3,7.8542,1.6458000000000004,0,0.0
772,0,3,male,7.8542,1,7.8542,2.180891922715322,1,7.8542,0.0,0,0.0
773,0,2,female,10.5,2,5.25,1.8325814637483102,0,13.0,-7.75,1,1.8325814637483102
774,0,3,male,7.225,1,7.225,2.1071782966514356,0,7.8542,-0.6292,0,0.0
775,1,2,female,23.0,1,23.0,3.1780538303479458,3,13.0,10.0,0,0.0
776,0,3,male,7.75,1,7.75,2.169053700369523,1,7.8542,-0.10419999999999963,0,0.0
777,0,3,male,7.75,1,7.75,2.169053700369523,1,7.8542,-0.10419999999999963,1,2.169053700369523
778,1,3,female,12.475,2,6.2375,1.9792758428991135,0,7.8542,-1.6166999999999998,0,0.0
779,0,3,male,7.7375,1,7.7375,2.1676241075599285,1,7.8542,-0.1166999999999998,0,0.0
780,1,1,female,211.3375,3,70.44583333333334,4.2689395868368605,3,35.25,35.19583333333334,1,4.2689395868368605
781,1,3,female,7.2292,1,7.2292,2.1076888046179385,0,7.8542,-0.625,0,0.0
782,1,1,female,57.0,2,28.5,3.3843902633457743,1,35.25,-6.75,1,3.3843902633457743
783,0,1,male,30.0,1,30.0,3.4339872044851463,1,35.25,-5.25,1,3.4339872044851463
784,0,3,male,23.45,2,11.725,2.5435685624365862,3,7.8542,3.8708,0,0.0
785,0,3,male,7.05,1,7.05,2.0856720914304723,0,7.8542,-0.8041999999999998,0,0.0
786,0,3,male,7.25,1,7.25,2.1102132003465894,0,7.8542,-0.6041999999999996,0,0.0
787,1,3,female,7.4958,1,7.4958,2.139571923732859,1,7.8542,-0.3583999999999996,0,0.0
788,0,3,male,29.125,5,5.825,1.9205923410710235,0,7.8542,-2.0291999999999994,0,0.0
789,1,3,male,20.575,2,10.2875,2.4236959187431037,3,7.8542,2.4333,0,0.0
790,0,1,male,79.2,2,39.6,3.703768066607687,2,35.25,4.350000000000001,1,3.703768066607687
791,0,3,male,7.75,1,7.75,2.169053700369523,1,7.8542,-0.10419999999999963,0,0.0
792,0,2,male,26.0,2,13.0,2.6390573296152584,1,13.0,0.0,0,0.0
793,0,3,female,69.55,7,9.935714285714285,2.3920339730483793,3,7.8542,2.0815142857142854,0,0.0
794,0,1,male,30.6958,1,30.6958,3.4561841799918147,1,35.25,-4.554200000000002,0,0.0
795,0,3,male,7.8958,1,7.8958,2.1855792552411137,2,7.8542,0.04160000000000075,0,0.0
796,0,2,male,13.0,1,13.0,2.6390573296152584,1,13.0,0.0,0,0.0
797,1,1,female,25.9292,1,25.9292,3.2932111997353943,0,35.25,-9.320799999999998,1,3.2932111997353943
798,1,3,female,8.6833,1,8.6833,2.270402752283094,3,7.8542,0.8290999999999995,0,0.0
799,0,3,male,7.2292,1,7.2292,2.1076888046179385,0,7.8542,-0.625,0,0.0
800,0,3,female,24.15,3,8.049999999999999,2.2027647577118348,2,7.8542,0.1957999999999993,0,0.0
801,0,2,male,13.0,2,6.5,2.0149030205422647,0,13.0,-6.5,0,0.0
802,1,2,female,26.25,3,8.75,2.277267285009756,0,13.0,-4.25,0,0.0
803,1,1,male,120.0,4,30.0,3.4339872044851463,1,35.25,-5.25,1,3.4339872044851463
804,1,3,male,8.5167,1,8.5167,2.2530481500547457,3,7.8542,0.6625000000000005,0,0.0
805,1,3,male,6.975,1,6.975,2.076311648670908,0,7.8542,-0.8792,0,0.0
806,0,3,male,7.775,1,7.775,2.1719067693519296,1,7.8542,-0.07919999999999927,0,0.0
807,0,1,male,0.0,1,0.0,0.0,0,35.25,-35.25,1,0.0
808,0,3,female,7.775,1,7.775,2.1719067693519296,1,7.8542,-0.07919999999999927,0,0.0
809,0,2,male,13.0,1,13.0,2.6390573296152584,1,13.0,0.0,0,0.0
810,1,1,female,53.1,2,26.55,3.3160025355989236,0,35.25,-8.7,1,3.3160025355989236
811,0,3,male,7.8875,1,7.8875,2.184645795129359,2,7.8542,0.03330000000000055,0,0.0
812,0,3,male,24.15,2,12.075,2.5707020099509865,3,7.8542,4.2208,0,0.0
813,0,2,male,10.5,1,10.5,2.4423470353692043,0,13.0,-2.5,0,0.0
814,0,3,female,31.275,7,4.4678571428571425,1.698886792488434,0,7.8542,-3.386342857142857,0,0.0
815,0,3,male,8.05,1,8.05,2.2027647577118348,2,7.8542,0.19580000000000108,0,0.0
816,0,1,male,0.0,1,0.0,0.0,0,35.25,-35.25,1,0.0
817,0,3,female,7.925,1,7.925,2.188856327665703,2,7.8542,0.0708000000000002,0,0.0
818,0,2,male,37.0042,2,18.5021,2.9705221520789933,3,13.0,5.502099999999999,0,0.0
819,0,3,male,6.45,1,6.45,2.0082140323914683,0,7.8542,-1.4041999999999994,0,0.0
820,0,3,male,27.9,6,4.6499999999999995,1.7316555451583495,0,7.8542,-3.2042,0,0.0
821,1,1,female,93.5,2,46.75,3.865979066926739,2,35.25,11.5,1,3.865979066926739
822,1,3,male,8.6625,1,8.6625,2.2682524139135403,3,7.8542,0.8083,0,0.0
823,0,1,male,0.0,1,0.0,0.0,0,35.25,-35.25,0,0.0
824,1,3,female,12.475,2,6.2375,1.9792758428991135,0,7.8542,-1.6166999999999998,1,1.9792758428991135
825,0,3,male,39.6875,6,6.614583333333333,2.0300652682819424,0,7.8542,-1.2396166666666666,0,0.0
826,0,3,male,6.95,1,6.95,2.0731719286662407,0,7.8542,-0.9041999999999994,0,0.0
827,0,3,male,56.4958,7,8.070828571428573,2.2050636129235883,3,7.8542,0.21662857142857295,0,0.0
828,1,2,male,37.0042,2,18.5021,2.9705221520789933,3,13.0,5.502099999999999,0,0.0
829,1,3,male,7.75,1,7.75,2.169053700369523,1,7.8542,-0.10419999999999963,0,0.0
830,1,1,female,80.0,2,40.0,3.713572066704308,2,35.25,4.75,1,3.713572066704308
831,1,3,female,14.4542,2,7.2271,2.107433583211985,0,7.8542,-0.6270999999999995,0,0.0
832,1,2,male,18.75,3,6.25,1.9810014688665833,0,13.0,-6.75,0,0.0
833,0,3,male,7.2292,1,7.2292,2.1076888046179385,0,7.8542,-0.625,0,0.0
834,0,3,male,7.8542,1,7.8542,2.180891922715322,1,7.8542,0.0,0,0.0
835,0,3,male,8.3,1,8.3,2.2300144001592104,3,7.8542,0.4458000000000011,0,0.0
836,1,1,female,83.1583,1,83.1583,4.432699549165613,3,35.25,47.9083,1,4.432699549165613
837,0,3,male,8.6625,1,8.6625,2.2682524139135403,3,7.8542,0.8083,0,0.0
838,0,3,male,8.05,1,8.05,2.2027647577118348,2,7.8542,0.19580000000000108,0,0.0
839,1,3,male,56.4958,7,8.070828571428573,2.2050636129235883,3,7.8542,0.21662857142857295,0,0.0
840,1,1,male,29.7,1,29.7,3.4242626545931514,1,35.25,-5.550000000000001,1,3.4242626545931514
841,0,3,male,7.925,1,7.925,2.188856327665703,2,7.8542,0.0708000000000002,0,0.0
842,0,2,male,10.5,2,5.25,1.8325814637483102,0,13.0,-7.75,0,0.0
843,1,1,female,31.0,2,15.5,2.803360380906535,0,35.25,-19.75,0,0.0
844,0,3,male,6.4375,1,6.4375,2.006534770871748,0,7.8542,-1.4166999999999996,0,0.0
845,0,3,male,8.6625,1,8.6625,2.2682524139135403,3,7.8542,0.8083,0,0.0
846,0,3,male,7.55,1,7.55,2.145931282948669,1,7.8542,-0.3041999999999998,0,0.0
847,0,3,male,69.55,7,9.935714285714285,2.3920339730483793,3,7.8542,2.0815142857142854,0,0.0
848,0,3,male,7.8958,1,7.8958,2.1855792552411137,2,7.8542,0.04160000000000075,0,0.0
849,0,2,male,33.0,3,11.0,2.4849066497880004,1,13.0,-2.0,0,0.0
850,1,1,female,89.1042,2,44.5521,3.8188567258265635,2,35.25,9.302100000000003,1,3.8188567258265635
851,0,3,male,31.275,7,4.4678571428571425,1.698886792488434,0,7.8542,-3.386342857142857,0,0.0
852,0,3,male,7.775,1,7.775,2.1719067693519296,1,7.8542,-0.07919999999999927,0,0.0
853,0,3,female,15.2458,2,7.6229,2.15442145501091,1,7.8542,-0.23130000000000006,0,0.0
854,1,1,female,39.4,1,39.4,3.6988297849671046,2,35.25,4.149999999999999,1,3.6988297849671046
855,0,2,female,26.0,2,13.0,2.6390573296152584,1,13.0,0.0,0,0.0
856,1,3,female,9.35,1,9.35,2.336986519711378,3,7.8542,1.4958,0,0.0
857,1,1,female,164.8667,2,82.43335,4.4240481095298865,3,35.25,47.183350000000004,0,0.0
858,1,1,male,26.55,1,26.55,3.3160025355989236,0,35.25,-8.7,1,3.3160025355989236
